b total,player total,pcard1,pcard2,pcard3,bcard1,bcard2,bcard3,outcome,rounds,banker streak,player streak,tie streak,shoe number
5,0,0,0,0,1,4,1,banker win,29,1,0,0,108
5,9,9,0,,5,0,1,player win,30,0,1,0,108
1,7,5,6,6,2,0,9,player win,31,0,2,0,108
9,1,7,4,6,0,9,,banker win,32,1,0,0,108
2,7,5,2,,0,0,2,player win,33,0,1,0,108
6,2,9,1,2,0,6,2,banker win,34,1,0,0,108
8,2,0,2,0,0,0,8,banker win,35,2,0,0,108
6,2,7,5,0,6,0,8,banker win,36,3,0,0,108
7,6,0,0,6,3,0,1,banker win,37,4,0,0,108
6,6,6,0,,0,6,1,tie,38,4,0,1,108
7,8,0,5,3,1,6,,player win,39,0,1,0,108
2,1,6,5,0,4,6,2,banker win,40,1,0,0,108
6,9,6,5,8,1,5,2,player win,41,0,1,0,108
2,5,1,0,4,0,0,7,player win,42,0,2,0,108
2,8,8,0,,2,0,7,player win,43,0,3,0,108
0,1,2,9,0,0,2,8,player win,44,0,4,0,108
3,8,8,0,,5,8,8,player win,45,0,5,0,108
5,3,2,1,0,1,4,8,banker win,46,1,0,0,108
8,8,8,0,,8,0,,tie,47,1,0,1,108
0,6,6,0,,0,0,0,player win,48,0,1,0,108
7,4,0,1,3,7,0,,banker win,49,1,0,0,108
8,2,5,7,3,2,6,,banker win,50,2,0,0,108
6,4,5,0,9,0,0,6,banker win,51,3,0,0,108
1,0,1,0,9,8,3,0,banker win,52,4,0,0,108
2,8,1,7,,6,6,0,player win,53,0,1,0,108
7,2,0,2,0,8,9,,banker win,54,1,0,0,108
9,8,0,8,,0,9,,banker win,55,2,0,0,108
2,2,7,3,2,7,5,0,tie,56,2,0,1,108
0,7,5,0,2,7,3,0,player win,57,0,1,0,108
8,5,0,5,2,0,8,,banker win,58,1,0,0,108
7,6,4,6,6,7,0,,banker win,59,2,0,0,108
7,7,4,9,4,0,0,3,tie,60,2,0,1,108
9,4,0,3,1,4,7,8,banker win,61,3,0,0,108
7,1,4,8,9,3,4,,banker win,62,4,0,0,108
8,2,7,5,9,6,2,,banker win,63,5,0,0,108
5,7,1,9,7,0,0,0,player win,64,0,1,0,108
9,9,0,9,,2,7,,tie,65,0,1,1,108
5,2,0,0,2,0,5,,banker win,66,1,0,0,108
7,4,7,8,9,3,4,,banker win,67,2,0,0,108
3,6,0,6,,6,7,0,player win,68,0,1,0,108
3,9,2,7,,5,8,0,player win,69,0,2,0,108
6,8,8,0,,4,2,0,player win,70,0,3,0,108
1,8,6,9,3,1,0,0,player win,71,0,4,0,108
2,8,9,9,,2,0,0,player win,72,0,5,0,108
7,2,0,3,9,7,0,,banker win,73,1,0,0,108
8,6,6,0,,0,8,,banker win,74,2,0,0,108
7,5,0,4,1,0,7,,banker win,75,3,0,0,108
8,4,1,3,1,1,7,,banker win,76,4,0,0,108
7,2,2,0,0,4,8,5,banker win,77,5,0,0,108
7,1,2,0,9,4,3,,banker win,78,6,0,0,108
1,1,6,5,0,4,6,8,tie,79,6,0,1,108
4,9,2,0,7,7,7,8,player win,80,0,1,0,108
6,1,9,2,0,0,6,,banker win,1,1,0,0,109
1,6,2,0,4,3,8,0,player win,2,0,1,0,109
6,2,1,0,1,6,0,0,banker win,3,1,0,0,109
4,8,8,0,,0,4,0,player win,4,0,1,0,109
9,5,2,3,,3,6,,banker win,5,1,0,0,109
6,5,0,5,0,9,7,,banker win,6,2,0,0,109
4,1,0,3,8,4,0,,banker win,7,3,0,0,109
4,2,9,6,7,9,7,8,banker win,8,4,0,0,109
3,5,3,0,2,7,6,0,player win,9,0,1,0,109
6,8,6,2,,5,1,0,player win,10,0,2,0,109
1,8,0,8,,1,0,0,player win,11,0,3,0,109
7,5,0,5,0,4,3,,banker win,12,1,0,0,109
6,3,7,8,8,0,6,,banker win,13,2,0,0,109
7,1,3,0,8,5,2,,banker win,14,3,0,0,109
6,9,0,9,,6,0,,player win,15,0,1,0,109
7,3,7,7,9,7,0,,banker win,16,1,0,0,109
9,7,0,7,,9,0,,banker win,17,2,0,0,109
3,9,3,6,,0,3,,player win,18,0,1,0,109
1,6,7,9,,0,0,8,player win,19,0,2,0,109
5,8,6,2,,2,3,8,player win,20,0,3,0,109
7,3,0,4,9,9,8,,banker win,21,1,0,0,109
2,9,1,8,,2,0,,player win,22,0,1,0,109
7,2,6,8,8,0,0,7,banker win,23,1,0,0,109
7,6,8,8,,2,0,5,banker win,24,2,0,0,109
1,6,6,0,,9,2,0,player win,25,0,1,0,109
7,9,3,6,,7,0,,player win,26,0,2,0,109
0,2,1,1,0,7,5,8,player win,27,0,3,0,109
1,7,7,0,,0,1,0,player win,28,0,4,0,109
7,0,7,3,0,1,6,,banker win,29,1,0,0,109
6,6,7,9,,0,6,,tie,30,1,0,1,109
2,2,4,7,1,9,3,0,tie,31,1,0,2,109
0,7,1,6,,1,0,9,player win,32,0,1,0,109
6,5,0,0,5,6,0,9,banker win,33,1,0,0,109
8,3,3,0,5,8,0,,banker win,34,2,0,0,109
6,7,5,2,,0,6,,player win,35,0,1,0,109
3,9,9,3,7,3,0,,player win,36,0,2,0,109
5,5,4,1,0,0,5,,tie,37,0,2,1,109
1,3,3,0,0,0,1,0,player win,38,0,3,0,109
9,9,3,6,,4,5,,tie,39,0,3,1,109
4,8,0,8,,5,9,,player win,40,0,4,0,109
5,4,5,7,2,1,4,,banker win,41,1,0,0,109
0,9,7,2,,1,9,,player win,42,0,1,0,109
1,5,1,2,2,0,1,0,player win,43,0,2,0,109
7,9,2,9,8,7,0,,player win,44,0,3,0,109
6,6,4,2,,7,9,,tie,45,0,3,1,109
0,9,0,0,9,0,0,,player win,46,0,4,0,109
5,7,2,5,,7,4,4,player win,47,0,5,0,109
7,2,5,7,0,2,8,7,banker win,48,1,0,0,109
1,7,7,0,,8,5,8,player win,49,0,1,0,109
1,6,0,0,6,6,0,5,player win,50,0,2,0,109
1,9,6,3,,9,2,5,player win,51,0,3,0,109
7,8,6,9,3,6,1,,player win,52,0,4,0,109
5,9,3,6,,2,3,,player win,53,0,5,0,109
9,4,0,4,,7,2,,banker win,54,1,0,0,109
5,2,9,3,0,6,9,,banker win,55,2,0,0,109
5,4,0,3,1,3,2,,banker win,56,3,0,0,109
5,7,0,5,2,5,0,,player win,57,0,1,0,109
8,4,0,0,4,3,0,5,banker win,58,1,0,0,109
4,7,7,0,,4,0,5,player win,59,0,1,0,109
8,1,5,8,8,6,4,8,banker win,60,1,0,0,109
5,2,7,5,0,0,5,8,banker win,61,2,0,0,109
3,2,2,0,0,2,1,0,banker win,62,3,0,0,109
0,7,0,7,,4,6,0,player win,63,0,1,0,109
7,2,2,0,0,8,9,,banker win,64,1,0,0,109
9,0,0,0,0,6,3,,banker win,65,2,0,0,109
4,9,9,0,,4,0,,player win,66,0,1,0,109
5,0,0,0,0,5,0,,banker win,67,1,0,0,109
5,2,0,1,1,4,1,,banker win,68,2,0,0,109
6,7,4,3,,6,0,,player win,69,0,1,0,109
4,7,0,7,,9,5,,player win,70,0,2,0,109
2,2,0,0,2,9,2,1,tie,71,0,2,1,109
6,5,5,0,0,5,1,1,banker win,72,1,0,0,109
7,6,6,0,,7,0,,banker win,73,2,0,0,109
5,1,0,1,0,0,5,,banker win,74,3,0,0,109
5,2,3,1,8,0,5,,banker win,75,4,0,0,109
6,1,4,9,8,0,1,5,banker win,76,5,0,0,109
0,8,0,4,4,0,0,5,player win,77,0,1,0,109
5,9,9,0,,5,0,5,player win,78,0,2,0,109
5,3,4,9,0,4,1,5,banker win,79,1,0,0,109
0,8,0,0,8,0,0,5,player win,80,0,1,0,109
0,8,4,0,4,0,0,5,player win,81,0,2,0,109
4,6,8,8,,4,0,5,player win,82,0,3,0,109
0,7,7,0,,0,2,8,player win,1,0,1,0,110
0,9,6,3,,0,0,8,player win,2,0,2,0,110
6,5,0,0,5,0,6,8,banker win,3,1,0,0,110
6,8,2,6,,1,5,8,player win,4,0,1,0,110
4,6,7,9,,1,0,3,player win,5,0,2,0,110
7,6,0,1,5,0,0,7,banker win,6,1,0,0,110
2,7,0,5,2,0,2,0,player win,7,0,1,0,110
3,5,0,5,0,3,0,0,player win,8,0,2,0,110
5,7,2,5,,5,0,0,player win,9,0,3,0,110
1,1,7,4,0,1,0,0,tie,10,0,3,1,110
5,0,0,1,9,1,4,0,banker win,11,1,0,0,110
1,9,0,9,,0,1,0,player win,12,0,1,0,110
6,2,8,5,9,2,0,4,banker win,13,1,0,0,110
4,1,0,0,1,4,0,4,banker win,14,2,0,0,110
0,8,8,0,,0,0,4,player win,15,0,1,0,110
0,6,2,2,2,0,1,9,player win,16,0,2,0,110
9,4,3,9,2,4,0,5,banker win,17,1,0,0,110
3,7,4,0,3,0,3,0,player win,18,0,1,0,110
9,7,0,0,7,8,7,4,banker win,19,1,0,0,110
7,4,6,9,9,3,4,,banker win,20,2,0,0,110
3,6,0,0,6,6,0,7,player win,21,0,1,0,110
8,5,3,2,6,0,8,,banker win,22,1,0,0,110
0,9,9,0,,9,1,,player win,23,0,1,0,110
7,0,0,0,0,9,8,,banker win,24,1,0,0,110
8,4,6,8,0,0,8,,banker win,25,2,0,0,110
2,7,9,8,,0,0,2,player win,26,0,1,0,110
9,6,0,0,6,9,6,4,banker win,27,1,0,0,110
8,8,0,8,,1,7,,tie,28,1,0,1,110
1,9,9,0,,5,6,,player win,29,0,1,0,110
0,9,6,3,,0,0,,player win,30,0,2,0,110
6,6,4,2,,3,3,,tie,31,0,2,1,110
7,3,0,1,2,7,0,,banker win,32,1,0,0,110
4,9,9,0,,8,6,,player win,33,0,1,0,110
5,9,4,6,9,5,0,,player win,34,0,2,0,110
8,8,5,3,,6,2,,tie,35,0,2,1,110
8,2,0,2,,3,5,,banker win,36,1,0,0,110
6,2,8,6,8,0,0,6,banker win,37,2,0,0,110
9,4,1,3,8,9,0,,banker win,38,3,0,0,110
4,8,0,2,6,0,4,,player win,39,0,1,0,110
5,8,4,6,8,5,0,,player win,40,0,2,0,110
1,9,6,7,6,9,2,,player win,41,0,3,0,110
9,1,1,0,6,1,8,,banker win,42,1,0,0,110
0,2,0,5,7,1,2,4,player win,43,0,1,0,110
0,9,0,1,8,0,0,4,player win,44,0,2,0,110
5,8,3,0,5,5,0,4,player win,45,0,3,0,110
5,9,3,8,8,0,5,4,player win,46,0,4,0,110
3,8,5,3,,0,3,4,player win,47,0,5,0,110
5,2,7,5,0,0,5,4,banker win,48,1,0,0,110
8,6,9,7,,2,6,,banker win,49,2,0,0,110
4,9,0,2,7,4,0,,player win,50,0,1,0,110
5,7,5,2,,1,4,,player win,51,0,2,0,110
6,6,2,0,4,0,5,1,tie,52,0,2,1,110
7,7,6,1,,7,0,,tie,53,0,2,2,110
6,0,0,0,0,4,9,3,banker win,54,1,0,0,110
7,0,0,1,9,2,5,,banker win,55,2,0,0,110
4,7,6,1,,1,3,,player win,56,0,1,0,110
2,2,8,4,0,5,7,0,tie,57,0,1,1,110
6,4,0,4,0,0,6,0,banker win,58,1,0,0,110
9,8,7,1,,0,9,,banker win,59,2,0,0,110
8,5,0,5,,2,6,,banker win,60,3,0,0,110
6,4,0,0,4,9,7,,banker win,61,4,0,0,110
3,0,3,7,0,3,0,0,banker win,62,5,0,0,110
2,9,8,1,,9,3,0,player win,63,0,1,0,110
4,6,9,6,1,0,4,0,player win,64,0,2,0,110
1,1,8,2,1,7,3,1,tie,65,0,2,1,110
9,3,9,4,0,0,0,9,banker win,66,1,0,0,110
6,2,2,9,1,0,6,9,banker win,67,2,0,0,110
7,9,9,0,,0,7,,player win,68,0,1,0,110
7,3,3,0,0,3,4,,banker win,69,1,0,0,110
5,1,4,7,0,7,5,3,banker win,70,2,0,0,110
6,3,6,7,0,6,0,3,banker win,71,3,0,0,110
9,3,9,4,0,4,5,,banker win,72,4,0,0,110
1,8,1,3,4,5,6,,player win,73,0,1,0,110
7,3,5,0,8,0,7,,banker win,74,1,0,0,110
7,7,4,8,5,7,0,,tie,75,1,0,1,110
6,2,8,4,0,8,8,,banker win,76,2,0,0,110
5,3,0,5,8,8,7,,banker win,77,3,0,0,110
7,7,0,7,,0,7,,tie,78,3,0,1,110
4,8,2,0,6,4,0,,player win,79,0,1,0,110
6,6,0,3,3,8,8,,tie,80,0,1,1,110
5,7,0,7,,3,2,,player win,81,0,2,0,110
9,9,3,6,,7,2,,tie,1,0,0,1,111
6,6,4,2,,9,7,,tie,2,0,0,2,111
8,1,9,2,,8,0,,banker win,3,1,0,0,111
8,3,3,0,,2,6,,banker win,4,2,0,0,111
6,4,4,0,0,4,2,,banker win,5,3,0,0,111
6,7,5,2,,4,2,,player win,6,0,1,0,111
6,7,3,4,,7,9,,player win,7,0,2,0,111
9,0,3,2,5,5,0,4,banker win,8,1,0,0,111
4,7,3,0,4,5,9,0,player win,9,0,1,0,111
3,2,0,4,8,0,3,0,banker win,10,1,0,0,111
5,6,0,6,,3,9,3,player win,11,0,1,0,111
6,8,9,9,,0,6,3,player win,12,0,2,0,111
0,7,6,1,,5,5,0,player win,13,0,3,0,111
7,8,6,2,,0,7,,player win,14,0,4,0,111
0,0,0,0,0,2,1,7,tie,15,0,4,1,111
4,7,0,1,6,1,3,0,player win,16,0,5,0,111
6,2,6,9,7,7,9,0,banker win,17,1,0,0,111
9,2,0,2,7,6,3,,banker win,18,2,0,0,111
5,8,1,7,,5,0,,player win,19,0,1,0,111
8,4,8,6,,1,7,,banker win,20,1,0,0,111
5,5,4,0,1,0,5,,tie,21,1,0,1,111
3,9,8,1,,0,3,,player win,22,0,1,0,111
0,4,1,0,3,4,6,0,player win,23,0,2,0,111
4,3,7,6,0,0,4,0,banker win,24,1,0,0,111
8,5,9,6,0,8,0,,banker win,25,2,0,0,111
7,2,3,9,0,7,0,,banker win,26,3,0,0,111
7,3,4,0,9,0,7,,banker win,27,4,0,0,111
8,7,5,0,2,4,0,4,banker win,28,5,0,0,111
7,8,0,8,,7,0,,player win,29,0,1,0,111
8,9,1,8,,5,3,,player win,30,0,2,0,111
7,7,8,9,,6,1,,tie,31,0,2,1,111
6,6,0,2,4,6,0,,tie,32,0,2,2,111
6,8,9,9,,6,0,,player win,33,0,3,0,111
1,2,0,5,7,0,1,0,player win,34,0,4,0,111
4,7,7,0,,0,4,0,player win,35,0,5,0,111
4,7,0,7,,0,2,2,player win,36,0,6,0,111
0,7,8,9,,2,8,0,player win,37,0,7,0,111
8,4,5,9,0,0,0,8,banker win,38,1,0,0,111
4,0,5,5,0,4,0,8,banker win,39,2,0,0,111
7,7,1,6,,6,1,,tie,40,2,0,1,111
8,5,2,0,3,4,0,4,banker win,41,3,0,0,111
8,5,2,3,3,0,8,,banker win,42,4,0,0,111
9,3,0,3,3,0,9,,banker win,43,5,0,0,111
9,1,0,1,3,9,0,,banker win,44,6,0,0,111
5,2,1,0,1,8,7,,banker win,45,7,0,0,111
5,3,0,3,0,5,7,3,banker win,46,8,0,0,111
6,8,8,0,,2,4,3,player win,47,0,1,0,111
8,5,7,8,,3,5,,banker win,48,1,0,0,111
5,7,0,7,,0,5,,player win,49,0,1,0,111
9,4,4,0,,7,2,,banker win,50,1,0,0,111
8,9,8,1,,6,2,,player win,51,0,1,0,111
2,8,0,1,7,0,2,,player win,52,0,2,0,111
1,9,6,3,,0,1,,player win,53,0,3,0,111
7,2,0,3,9,3,4,,banker win,54,1,0,0,111
7,3,1,2,0,2,5,,banker win,55,2,0,0,111
6,8,0,8,,3,3,,player win,56,0,1,0,111
0,2,2,0,0,0,0,0,player win,57,0,2,0,111
2,5,5,0,0,3,0,9,player win,58,0,3,0,111
0,2,8,5,9,1,0,9,player win,59,0,4,0,111
0,6,2,1,3,0,0,0,player win,60,0,5,0,111
8,2,0,2,3,0,8,,banker win,61,1,0,0,111
7,9,4,5,,0,7,,player win,62,0,1,0,111
0,1,0,0,1,0,0,0,player win,63,0,2,0,111
0,8,8,0,,0,0,0,player win,64,0,3,0,111
6,5,0,5,0,3,8,5,banker win,65,1,0,0,111
8,7,6,1,,8,0,,banker win,66,2,0,0,111
1,8,4,0,4,0,1,,player win,67,0,1,0,111
9,0,5,5,4,5,4,,banker win,68,1,0,0,111
5,8,9,9,,6,9,,player win,69,0,1,0,111
4,7,8,9,,5,9,,player win,70,0,2,0,111
2,9,6,7,6,6,6,,player win,71,0,3,0,111
7,8,8,5,5,7,0,,player win,72,0,4,0,111
9,0,0,0,5,9,0,,banker win,73,1,0,0,111
5,3,8,2,3,4,0,1,banker win,74,2,0,0,111
1,0,2,8,0,0,0,8,banker win,75,3,0,0,111
8,4,0,4,0,0,8,,banker win,76,4,0,0,111
8,7,0,7,,0,0,8,banker win,77,5,0,0,111
6,4,0,0,4,4,2,8,banker win,78,6,0,0,111
9,4,7,7,4,9,0,,banker win,79,7,0,0,111
4,1,0,1,0,1,3,,banker win,80,8,0,0,111
4,7,0,7,,4,0,,player win,81,0,1,0,111
1,8,2,0,6,0,1,,player win,82,0,2,0,111
3,2,5,0,7,0,1,7,banker win,83,1,0,0,111
9,7,1,1,5,5,9,5,banker win,1,1,0,0,112
9,0,0,0,5,8,1,,banker win,2,2,0,0,112
9,6,8,8,,3,6,,banker win,3,3,0,0,112
8,4,0,0,4,0,2,6,banker win,4,4,0,0,112
8,6,7,9,,0,8,,banker win,5,5,0,0,112
5,2,4,0,8,0,0,5,banker win,6,6,0,0,112
5,1,1,0,0,0,5,5,banker win,7,7,0,0,112
5,8,8,0,,5,0,5,player win,8,0,1,0,112
5,4,7,4,3,0,5,5,banker win,9,1,0,0,112
4,6,0,4,2,9,5,0,player win,10,0,1,0,112
5,6,3,3,,3,0,2,player win,11,0,2,0,112
5,6,0,4,2,0,1,4,player win,12,0,3,0,112
2,4,0,4,0,3,9,9,player win,13,0,4,0,112
9,3,4,9,0,6,3,,banker win,14,1,0,0,112
4,7,2,5,,6,8,,player win,15,0,1,0,112
1,7,4,6,7,5,0,6,player win,16,0,2,0,112
8,6,4,2,,9,9,,banker win,17,1,0,0,112
3,6,6,0,,0,0,0,player win,18,0,1,0,112
1,7,0,7,,7,4,0,player win,19,0,2,0,112
6,6,6,0,,7,5,4,tie,20,0,2,1,112
2,2,2,0,0,0,0,2,tie,21,0,2,2,112
9,2,5,7,0,2,7,,banker win,22,1,0,0,112
3,5,0,1,4,7,6,0,player win,23,0,1,0,112
4,5,1,0,4,0,4,0,player win,24,0,2,0,112
0,6,9,7,,3,0,7,player win,25,0,3,0,112
0,5,5,0,0,0,0,0,player win,26,0,4,0,112
5,9,0,4,5,9,6,0,player win,27,0,5,0,112
0,8,8,0,,9,1,0,player win,28,0,6,0,112
6,4,9,6,9,3,3,0,banker win,29,1,0,0,112
7,7,0,7,,7,4,6,tie,30,1,0,1,112
4,6,6,0,,4,9,1,player win,31,0,1,0,112
4,1,1,1,9,0,3,1,banker win,32,1,0,0,112
9,3,0,1,2,0,0,9,banker win,33,2,0,0,112
5,3,3,0,0,0,5,9,banker win,34,3,0,0,112
3,2,0,2,0,1,2,0,banker win,35,4,0,0,112
0,8,1,4,3,0,0,0,player win,36,0,1,0,112
5,6,0,6,,0,5,0,player win,37,0,2,0,112
9,3,3,8,2,0,0,9,banker win,38,1,0,0,112
6,6,7,9,,0,1,5,tie,39,1,0,1,112
7,6,2,4,,8,9,,banker win,40,2,0,0,112
9,0,8,2,,2,7,,banker win,41,3,0,0,112
6,9,7,2,,0,6,,player win,42,0,1,0,112
8,6,6,0,,7,1,,banker win,43,1,0,0,112
9,4,1,3,,3,6,,banker win,44,2,0,0,112
3,6,0,6,,8,5,0,player win,45,0,1,0,112
0,9,0,0,9,0,0,0,player win,46,0,2,0,112
1,3,0,3,0,0,3,8,player win,47,0,3,0,112
4,9,9,0,,0,4,8,player win,48,0,4,0,112
2,7,7,3,7,0,0,2,player win,49,0,5,0,112
9,3,8,5,7,9,0,,banker win,50,1,0,0,112
9,2,6,6,0,2,0,7,banker win,51,2,0,0,112
5,8,0,8,,0,5,7,player win,52,0,1,0,112
8,5,0,5,0,1,0,7,banker win,53,1,0,0,112
3,9,0,9,,0,3,7,player win,54,0,1,0,112
5,5,3,9,3,9,6,7,tie,55,0,1,1,112
8,2,6,6,3,0,8,,banker win,56,1,0,0,112
9,7,0,7,,2,0,7,banker win,57,2,0,0,112
9,7,0,7,,0,9,,banker win,58,3,0,0,112
8,1,2,9,,8,0,,banker win,59,4,0,0,112
7,5,0,1,4,0,0,7,banker win,60,5,0,0,112
1,7,2,5,,7,4,0,player win,61,0,1,0,112
7,3,6,4,3,8,9,,banker win,62,1,0,0,112
2,9,2,7,,2,0,,player win,63,0,1,0,112
1,6,8,8,,5,8,8,player win,64,0,2,0,112
2,0,0,1,9,1,0,1,banker win,65,1,0,0,112
5,8,0,0,8,0,5,1,player win,66,0,1,0,112
1,8,0,8,,8,3,1,player win,67,0,2,0,112
1,9,3,6,,7,4,1,player win,68,0,3,0,112
2,7,3,0,4,2,0,0,player win,69,0,4,0,112
4,8,8,0,,2,2,0,player win,70,0,5,0,112
8,8,5,3,,3,5,,tie,71,0,5,1,112
1,8,9,1,8,8,3,,player win,72,0,6,0,112
0,0,1,0,9,0,0,0,tie,73,0,6,1,112
1,8,1,0,7,0,1,0,player win,74,0,7,0,112
9,7,5,2,,3,6,,banker win,75,1,0,0,112
9,8,4,4,,5,4,,banker win,76,2,0,0,112
0,8,2,6,,4,6,,player win,77,0,1,0,112
5,7,7,0,,5,0,,player win,78,0,2,0,112
9,5,5,0,,9,0,,banker win,79,1,0,0,112
0,4,1,0,3,8,4,8,player win,80,0,1,0,112
9,2,6,6,3,2,7,,banker win,81,1,0,0,112
7,9,5,8,6,0,7,,player win,82,0,1,0,112
7,6,4,0,2,0,7,,banker win,1,1,0,0,113
9,8,3,5,,7,2,,banker win,2,2,0,0,113
9,2,8,4,,9,0,,banker win,3,3,0,0,113
9,4,4,0,,9,0,,banker win,4,4,0,0,113
9,2,0,0,2,9,1,9,banker win,5,5,0,0,113
9,0,0,0,2,4,5,,banker win,6,6,0,0,113
5,3,5,7,1,1,4,,banker win,7,7,0,0,113
6,3,3,0,0,0,3,3,banker win,8,8,0,0,113
8,7,2,8,7,5,5,4,banker win,9,9,0,0,113
0,8,9,5,4,0,0,4,player win,10,0,1,0,113
7,6,0,6,,0,7,,banker win,11,1,0,0,113
2,9,7,6,6,2,0,,player win,12,0,1,0,113
0,5,0,5,0,0,1,9,player win,13,0,2,0,113
4,4,1,9,4,5,0,9,tie,14,0,2,1,113
4,8,0,0,8,6,8,9,player win,15,0,3,0,113
3,1,0,3,8,9,3,1,banker win,16,1,0,0,113
1,7,6,1,,5,6,0,player win,17,0,1,0,113
6,9,0,5,4,0,6,0,player win,18,0,2,0,113
4,8,5,3,,7,7,0,player win,19,0,3,0,113
8,2,0,2,,0,8,,banker win,20,1,0,0,113
8,2,5,7,,8,0,,banker win,21,2,0,0,113
4,0,0,1,9,5,9,,banker win,22,3,0,0,113
1,9,2,7,,4,7,,player win,23,0,1,0,113
1,8,0,8,,5,6,,player win,24,0,2,0,113
5,9,0,0,9,0,5,,player win,25,0,3,0,113
3,8,0,8,,0,3,,player win,26,0,4,0,113
0,9,0,0,9,0,0,,player win,27,0,5,0,113
9,4,7,7,9,5,4,,banker win,28,1,0,0,113
0,8,0,8,,0,0,,player win,29,0,1,0,113
4,0,0,0,0,2,2,,banker win,30,1,0,0,113
8,8,1,7,,7,1,,tie,31,1,0,1,113
9,2,6,6,,9,0,,banker win,32,2,0,0,113
7,9,2,7,,7,0,,player win,33,0,1,0,113
2,9,7,3,9,2,0,,player win,34,0,2,0,113
8,0,0,0,9,0,8,,banker win,35,1,0,0,113
1,3,0,3,0,0,0,1,player win,36,0,1,0,113
8,7,6,7,4,0,0,8,banker win,37,1,0,0,113
3,9,9,0,,1,2,8,player win,38,0,1,0,113
9,7,0,7,,9,0,,banker win,39,1,0,0,113
8,5,5,0,,0,8,,banker win,40,2,0,0,113
4,6,3,0,3,0,4,0,player win,41,0,1,0,113
6,8,3,5,,0,6,0,player win,42,0,2,0,113
4,6,8,8,,6,8,0,player win,43,0,3,0,113
4,3,7,8,8,0,4,0,banker win,44,1,0,0,113
9,9,0,9,,7,2,,tie,45,1,0,1,113
9,6,0,6,,3,6,,banker win,46,2,0,0,113
5,9,9,5,5,0,5,,player win,47,0,1,0,113
5,2,9,3,0,1,4,,banker win,48,1,0,0,113
7,2,5,5,2,8,9,,banker win,49,2,0,0,113
4,8,0,8,,8,6,,player win,50,0,1,0,113
1,7,0,7,,5,5,1,player win,51,0,2,0,113
9,5,5,0,,0,9,,banker win,52,1,0,0,113
2,8,7,7,4,2,0,,player win,53,0,1,0,113
4,6,6,0,,9,2,3,player win,54,0,2,0,113
5,9,1,1,7,1,4,3,player win,55,0,3,0,113
9,2,0,2,7,3,6,,banker win,56,1,0,0,113
0,5,0,2,3,8,2,0,player win,57,0,1,0,113
0,6,0,6,,0,3,7,player win,58,0,2,0,113
1,8,0,5,3,0,1,7,player win,59,0,3,0,113
4,1,0,1,0,4,0,7,banker win,60,1,0,0,113
8,2,5,7,0,3,5,,banker win,61,2,0,0,113
3,3,9,2,2,3,0,0,tie,62,2,0,1,113
3,4,4,0,0,0,2,0,player win,63,0,1,0,113
6,6,1,1,4,3,3,0,tie,64,0,1,1,113
5,8,6,4,8,5,0,0,player win,65,0,2,0,113
9,3,0,3,8,0,9,,banker win,66,1,0,0,113
2,3,8,3,2,6,8,8,player win,67,0,1,0,113
1,4,4,1,9,0,1,0,player win,68,0,2,0,113
7,2,3,0,9,1,6,,banker win,69,1,0,0,113
6,1,2,1,8,0,6,,banker win,70,2,0,0,113
8,0,0,0,8,0,8,,banker win,71,3,0,0,113
9,1,2,3,6,0,2,4,banker win,72,4,0,0,113
5,0,9,2,9,5,0,4,banker win,73,5,0,0,113
9,1,2,9,9,0,9,,banker win,74,6,0,0,113
3,2,0,2,0,3,0,0,banker win,75,7,0,0,113
7,6,2,4,,7,4,6,banker win,76,8,0,0,113
8,8,8,0,,0,8,,tie,77,8,0,1,113
1,9,3,0,6,0,1,,player win,78,0,1,0,113
8,4,4,0,6,0,8,,banker win,79,1,0,0,113
7,2,0,1,1,7,0,,banker win,80,2,0,0,113
9,5,1,4,0,6,7,6,banker win,81,3,0,0,113
9,1,6,5,0,2,7,,banker win,82,4,0,0,113
9,4,0,0,4,8,6,4,banker win,83,5,0,0,113
7,0,9,1,0,7,0,,banker win,1,1,0,0,114
2,9,0,9,,2,0,,player win,2,0,1,0,114
7,4,0,0,4,5,2,,banker win,3,1,0,0,114
6,9,8,1,,5,1,,player win,4,0,1,0,114
1,8,3,0,5,0,1,,player win,5,0,2,0,114
6,7,0,1,6,8,8,0,player win,6,0,3,0,114
0,1,0,0,1,3,7,0,player win,7,0,4,0,114
0,2,4,6,2,0,0,0,player win,8,0,5,0,114
6,0,2,8,0,4,2,0,banker win,9,1,0,0,114
7,0,0,0,0,6,1,,banker win,10,2,0,0,114
6,3,0,0,3,6,0,,banker win,11,3,0,0,114
7,3,8,4,1,0,1,6,banker win,12,4,0,0,114
3,9,0,9,,1,2,6,player win,13,0,1,0,114
4,3,5,9,9,9,5,6,banker win,14,1,0,0,114
7,3,3,7,3,1,6,,banker win,15,2,0,0,114
7,6,2,4,,2,5,,banker win,16,3,0,0,114
9,9,9,0,,2,7,,tie,17,3,0,1,114
9,2,5,7,,6,3,,banker win,18,4,0,0,114
1,2,0,2,0,1,0,0,player win,19,0,1,0,114
8,0,0,0,0,8,0,,banker win,20,1,0,0,114
9,4,8,6,0,3,0,6,banker win,21,2,0,0,114
5,6,0,6,,3,2,6,player win,22,0,1,0,114
8,6,6,0,,3,5,,banker win,23,1,0,0,114
1,3,5,8,0,5,6,0,player win,24,0,1,0,114
